transaction_item_id,order_id,customer_id,restaurant_name,meal_name,category,rating,review_text,sentiment_label,delivery_time,food_preparation_time,cost_of_the_order,order_date
TI000367,ORD00140,C0056,Burger Barn,Burger,Main,4.0,Superb quality! The meal was warm and delicious.,positive,46.0,24.0,11.15,2024-07-11
TI000368,ORD00140,C0056,Burger Barn,Fries,Side,,Superb quality! The meal was warm and delicious.,positive,46.0,24.0,11.15,2024-07-11
TI000369,ORD00140,C0056,Burger Barn,Coke,Drink,4.0,Superb quality! The meal was warm and delicious.,,46.0,,11.15,2024-07-11
TI000370,ORD00141,C0014,Taco Town,Fish Taco,Main,,Quick delivery and the food tasted fantastic!,positive,30.0,34.0,11.71,2024-03-20
TI000371,ORD00141,C0014,Taco Town,Guacamole,Side,5.0,Quick delivery and the food tasted fantastic!,positive,30.0,34.0,11.71,2024-03-20
TI000372,ORD00141,C0014,Taco Town,Horchata,Drink,5.0,Quick delivery and the food tasted fantastic!,positive,30.0,34.0,11.71,2024-03-20
TI000373,ORD00142,C0114,Salad Station,Greek Salad,Side,2.0,Order arrived late and the food was undercooked.,negative,37.0,16.0,17.48,2024-07-31
TI000374,ORD00142,C0114,Salad Station,Avocado Toast,Main,,Order arrived late and the food was undercooked.,negative,37.0,16.0,17.48,2024-07-31
TI000375,ORD00142,C0114,Salad Station,Smoothie,Drink,2.0,Order arrived late and the food was undercooked.,,37.0,16.0,17.48,2024-07-31
TI000376,ORD00143,C0125,Pizza Palace,BBQ Chicken Pizza,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,62.0,19.0,16.07,2024-09-26
TI000377,ORD00143,C0125,Pizza Palace,Caesar Salad,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,62.0,19.0,16.07,2024-09-26
TI000378,ORD00144,C0055,Burger Barn,Burger,Main,2.0,"Very poor experience, missing items from my order.",negative,68.0,18.0,11.05,2024-03-11
TI000379,ORD00144,C0055,Burger Barn,Fries,Side,2.0,"Very poor experience, missing items from my order.",negative,68.0,18.0,11.05,2024-03-11
TI000380,ORD00144,C0055,Burger Barn,Coke,Drink,2.0,"Very poor experience, missing items from my order.",negative,68.0,18.0,11.05,2024-03-11
TI000381,ORD00145,C0059,Noodle Nest,Pad Thai,Main,2.0,"Not happy at all, low quality and rude service.",negative,55.0,31.0,17.59,2024-09-13
TI000382,ORD00145,C0059,Noodle Nest,Dumpling,Side,2.0,"Not happy at all, low quality and rude service.",negative,55.0,31.0,17.59,2024-09-13
TI000383,ORD00146,C0081,Burger Barn,Chicken Strips,Side,4.0,,positive,47.0,28.0,18.27,2024-10-21
TI000384,ORD00146,C0081,Burger Barn,Fries,Side,4.0,Quick delivery and the food tasted fantastic!,positive,,28.0,18.27,2024-10-21
TI000385,ORD00146,C0081,Burger Barn,Coke,Drink,4.0,Quick delivery and the food tasted fantastic!,positive,,28.0,18.27,2024-10-21
TI000386,ORD00146,C0081,Burger Barn,Double Burger,Main,4.0,Quick delivery and the food tasted fantastic!,positive,47.0,28.0,18.27,2024-10-21
TI000387,ORD00147,C0044,Pizza Palace,Margherita Pizza,Main,2.0,"Terrible experience, order was wrong and took too long.",negative,49.0,32.0,25.8,2024-11-12
TI000388,ORD00147,C0044,Pizza Palace,Garlic Bread,Side,2.0,"Terrible experience, order was wrong and took too long.",negative,49.0,32.0,25.8,2024-11-12
TI000389,ORD00147,C0044,Pizza Palace,Pepsi,Drink,2.0,"Terrible experience, order was wrong and took too long.",negative,49.0,32.0,25.8,2024-11-12
TI000390,ORD00147,C0044,Pizza Palace,BBQ Chicken Pizza,Main,2.0,,negative,49.0,32.0,25.8,2024-11-12
TI000391,ORD00148,C0135,Pasta Point,Spaghetti Carbonara,Main,3.0,"It was fine, delivery was a little late though.",neutral,45.0,19.0,16.47,2024-02-10
TI000392,ORD00148,C0135,Pasta Point,Caesar Salad,Side,3.0,"It was fine, delivery was a little late though.",neutral,45.0,19.0,16.47,2024-02-10
TI000393,ORD00149,C0136,Pizza Palace,Pepperoni Pizza,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,,34.0,17.67,2024-09-18
TI000394,ORD00149,C0136,Pizza Palace,Caesar Salad,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,32.0,34.0,17.67,2024-09-18
TI000395,ORD00149,C0136,Pizza Palace,Pepsi,Drink,5.0,Highly satisfied with the taste and delivery speed.,positive,32.0,34.0,17.67,2024-09-18
TI000396,ORD00150,C0051,Sushi Spot,Tuna Roll,Main,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,58.0,14.0,26.98,2024-03-29
TI000397,ORD00150,C0051,Sushi Spot,Edamame,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,58.0,14.0,26.98,2024-03-29
TI000398,ORD00150,C0051,Sushi Spot,Miso Soup,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,58.0,14.0,26.98,2024-03-29
TI000399,ORD00150,C0051,Sushi Spot,Shrimp Tempura,Side,5.0,"The food arrived hot and fresh, exceeded my expectations.",,58.0,14.0,26.98,2024-03-29
TI000400,ORD00151,C0149,Salad Station,Greek Salad,Side,5.0,Great portion size and incredibly tasty.,positive,63.0,28.0,17.26,2024-08-17
TI000401,ORD00151,C0149,Salad Station,Avocado Toast,Main,5.0,Great portion size and incredibly tasty.,positive,63.0,28.0,17.26,2024-08-17
TI000402,ORD00151,C0149,Salad Station,Smoothie,Drink,5.0,Great portion size and incredibly tasty.,positive,63.0,28.0,17.26,2024-08-17
TI000403,ORD00152,C0121,Taco Town,Chicken Taco,Main,4.0,Great portion size and incredibly tasty.,positive,60.0,19.0,11.06,2024-08-14
TI000404,ORD00152,C0121,Taco Town,Guacamole,Side,4.0,Great portion size and incredibly tasty.,positive,60.0,19.0,11.06,2024-08-14
TI000405,ORD00152,C0121,Taco Town,Horchata,Drink,4.0,Great portion size and incredibly tasty.,positive,60.0,19.0,11.06,2024-08-14
TI000406,ORD00153,C0010,Pizza Palace,BBQ Chicken Pizza,Main,,Highly satisfied with the taste and delivery speed.,,43.0,19.0,16.13,2024-01-30
TI000407,ORD00153,C0010,Pizza Palace,Caesar Salad,Side,5.0,Highly satisfied with the taste and delivery speed.,,43.0,19.0,16.13,2024-01-30
TI000408,ORD00154,C0099,Pizza Palace,Pepperoni Pizza,Main,5.0,,positive,57.0,27.0,18.88,2024-08-24
TI000409,ORD00154,C0099,Pizza Palace,Caesar Salad,Side,5.0,Absolutely delicious! Will definitely order again.,positive,57.0,27.0,18.88,2024-08-24
TI000410,ORD00154,C0099,Pizza Palace,Pepsi,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,57.0,27.0,18.88,2024-08-24
TI000411,ORD00155,C0083,Salad Station,Quinoa Bowl,Main,2.0,"Terrible experience, order was wrong and took too long.",negative,50.0,26.0,12.78,2024-11-05
TI000412,ORD00155,C0083,Salad Station,Green Salad,Side,2.0,"Terrible experience, order was wrong and took too long.",negative,50.0,26.0,12.78,2024-11-05
TI000413,ORD00156,C0045,Taco Town,Beef Taco,Main,4.0,Perfect meal for a cozy evening at home.,positive,35.0,,12.85,2024-01-21
TI000414,ORD00156,C0045,Taco Town,Nachos,Side,4.0,Perfect meal for a cozy evening at home.,positive,35.0,32.0,12.85,2024-01-21
TI000415,ORD00156,C0045,Taco Town,Horchata,Drink,4.0,,positive,35.0,32.0,12.85,2024-01-21
TI000416,ORD00157,C0073,Sushi Spot,Dragon Roll,Main,4.0,So good I ordered again the next day!,positive,46.0,34.0,16.66,2024-07-17
TI000417,ORD00157,C0073,Sushi Spot,Miso Soup,Side,4.0,So good I ordered again the next day!,positive,46.0,34.0,16.66,2024-07-17
TI000418,ORD00158,C0143,Taco Town,Beef Taco,Main,5.0,"Wonderful experience, the food was restaurant-quality.",positive,44.0,19.0,12.47,2024-12-13
TI000419,ORD00158,C0143,Taco Town,Nachos,Side,5.0,"Wonderful experience, the food was restaurant-quality.",positive,,19.0,12.47,2024-12-13
TI000420,ORD00158,C0143,Taco Town,Horchata,Drink,5.0,"Wonderful experience, the food was restaurant-quality.",positive,44.0,19.0,12.47,2024-12-13
TI000421,ORD00159,C0037,Sushi Spot,Dragon Roll,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,39.0,30.0,19.87,2024-06-28
TI000422,ORD00159,C0037,Sushi Spot,Miso Soup,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,39.0,30.0,19.87,2024-06-28
TI000423,ORD00159,C0037,Sushi Spot,Edamame,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,39.0,30.0,19.87,2024-06-28
TI000424,ORD00160,C0085,Pizza Palace,BBQ Chicken Pizza,Main,5.0,"Fresh ingredients and great presentation, loved it.",positive,,32.0,17.64,2024-03-06
TI000425,ORD00160,C0085,Pizza Palace,Caesar Salad,Side,5.0,"Fresh ingredients and great presentation, loved it.",positive,62.0,32.0,17.64,2024-03-06
TI000426,ORD00161,C0005,Pizza Palace,Margherita Pizza,Main,,So good I ordered again the next day!,positive,,15.0,15.37,2024-07-04
TI000427,ORD00161,C0005,Pizza Palace,Garlic Bread,Side,4.0,So good I ordered again the next day!,positive,39.0,15.0,15.37,2024-07-04
TI000428,ORD00161,C0005,Pizza Palace,Pepsi,Drink,4.0,So good I ordered again the next day!,positive,39.0,15.0,15.37,2024-07-04
TI000429,ORD00162,C0036,Salad Station,Caesar Salad,Side,2.0,Overpriced for such average food quality.,negative,24.0,,13.67,2024-03-20
TI000430,ORD00162,C0036,Salad Station,Avocado Toast,Main,2.0,Overpriced for such average food quality.,negative,24.0,19.0,13.67,2024-03-20
TI000431,ORD00163,C0034,Burger Barn,Double Burger,Main,5.0,So good I ordered again the next day!,positive,44.0,14.0,11.3,2024-11-01
TI000432,ORD00163,C0034,Burger Barn,Fries,Side,5.0,So good I ordered again the next day!,positive,44.0,14.0,11.3,2024-11-01
TI000433,ORD00164,C0061,Sushi Spot,Shrimp Tempura,Side,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,59.0,19.0,26.47,2024-08-15
TI000434,ORD00164,C0061,Sushi Spot,Salmon Sushi,Main,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,,19.0,26.47,2024-08-15
TI000435,ORD00164,C0061,Sushi Spot,Green Salad,Side,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,59.0,19.0,26.47,2024-08-15
TI000436,ORD00165,C0121,Pasta Point,Fettuccine Alfredo,Main,5.0,"Outstanding food, the whole family enjoyed it.",positive,43.0,31.0,16.36,2024-04-09
TI000437,ORD00165,C0121,Pasta Point,Garlic Bread,Side,5.0,"Outstanding food, the whole family enjoyed it.",positive,43.0,31.0,16.36,2024-04-09
TI000438,ORD00165,C0121,Pasta Point,Coke,Drink,5.0,"Outstanding food, the whole family enjoyed it.",positive,43.0,31.0,16.36,2024-04-09
TI000439,ORD00166,C0108,Wrap World,Chicken Wrap,Main,3.0,"Decent food, portions could be a bit larger.",neutral,72.0,16.0,13.57,2024-03-23
TI000440,ORD00166,C0108,Wrap World,Coleslaw,Side,3.0,,neutral,,16.0,13.57,2024-03-23
TI000441,ORD00166,C0108,Wrap World,Lemonade,Drink,3.0,"Decent food, portions could be a bit larger.",neutral,72.0,16.0,13.57,2024-03-23
TI000442,ORD00167,C0096,Burger Barn,Double Burger,Main,5.0,Quick delivery and the food tasted fantastic!,positive,,32.0,12.67,2024-10-10
TI000443,ORD00167,C0096,Burger Barn,Fries,Side,5.0,,positive,26.0,32.0,12.67,2024-10-10
TI000444,ORD00168,C0132,Pizza Palace,Pepperoni Pizza,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,73.0,23.0,14.65,2024-03-16
TI000445,ORD00168,C0132,Pizza Palace,Pepsi,Drink,5.0,Highly satisfied with the taste and delivery speed.,positive,73.0,23.0,14.65,2024-03-16
TI000446,ORD00168,C0132,Pizza Palace,Garlic Bread,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,73.0,23.0,14.65,2024-03-16
TI000447,ORD00169,C0107,Salad Station,Quinoa Bowl,Main,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,26.0,14.23,2024-01-28
TI000448,ORD00169,C0107,Salad Station,Smoothie,Drink,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,26.0,14.23,2024-01-28
TI000449,ORD00170,C0086,Taco Town,Chicken Taco,Main,5.0,Superb quality! The meal was warm and delicious.,positive,,11.0,14.03,2024-03-15
TI000450,ORD00170,C0086,Taco Town,Guacamole,Side,,Superb quality! The meal was warm and delicious.,positive,28.0,11.0,14.03,2024-03-15
TI000451,ORD00170,C0086,Taco Town,Horchata,Drink,5.0,Superb quality! The meal was warm and delicious.,positive,28.0,11.0,14.03,2024-03-15
TI000452,ORD00170,C0086,Taco Town,Beef Taco,Main,5.0,Superb quality! The meal was warm and delicious.,positive,28.0,,14.03,2024-03-15
TI000453,ORD00171,C0002,Sushi Spot,Shrimp Tempura,Side,3.0,"The meal was passable, would try a different option next time.",neutral,21.0,18.0,25.4,2024-02-10
TI000454,ORD00171,C0002,Sushi Spot,Salmon Sushi,Main,3.0,"The meal was passable, would try a different option next time.",neutral,21.0,18.0,25.4,2024-02-10
TI000455,ORD00171,C0002,Sushi Spot,Green Salad,Side,3.0,"The meal was passable, would try a different option next time.",neutral,21.0,18.0,25.4,2024-02-10
TI000456,ORD00172,C0061,Noodle Nest,Ramen,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,11.0,18.95,2024-06-03
TI000457,ORD00172,C0061,Noodle Nest,Spring Rolls,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,11.0,18.95,2024-06-03
TI000458,ORD00172,C0061,Noodle Nest,Jasmine Tea,Drink,4.0,"Excellent taste and fast delivery, very satisfied!",positive,27.0,11.0,18.95,2024-06-03
TI000459,ORD00173,C0138,Salad Station,Greek Salad,Side,5.0,Quick delivery and the food tasted fantastic!,positive,60.0,26.0,10.63,2024-01-09
TI000460,ORD00173,C0138,Salad Station,Smoothie,Drink,5.0,Quick delivery and the food tasted fantastic!,positive,60.0,26.0,10.63,2024-01-09
TI000461,ORD00174,C0062,Noodle Nest,Ramen,Main,2.0,"The meal was soggy and bland, I want my money back.",,46.0,,19.8,2024-10-19
TI000462,ORD00174,C0062,Noodle Nest,Spring Rolls,Side,2.0,"The meal was soggy and bland, I want my money back.",negative,,15.0,19.8,2024-10-19
TI000463,ORD00174,C0062,Noodle Nest,Jasmine Tea,Drink,2.0,"The meal was soggy and bland, I want my money back.",negative,46.0,15.0,19.8,2024-10-19
TI000464,ORD00175,C0130,Pizza Palace,Pepperoni Pizza,Main,1.0,Order arrived late and the food was undercooked.,negative,21.0,22.0,18.72,2024-10-10
TI000465,ORD00175,C0130,Pizza Palace,Caesar Salad,Side,1.0,Order arrived late and the food was undercooked.,negative,21.0,22.0,18.72,2024-10-10
TI000466,ORD00175,C0130,Pizza Palace,Pepsi,Drink,1.0,Order arrived late and the food was undercooked.,negative,,22.0,18.72,2024-10-10
TI000467,ORD00176,C0092,Taco Town,Fish Taco,Main,4.0,So good I ordered again the next day!,positive,42.0,17.0,11.45,2024-02-04
TI000468,ORD00176,C0092,Taco Town,Nachos,Side,4.0,So good I ordered again the next day!,positive,42.0,17.0,11.45,2024-02-04
TI000469,ORD00177,C0087,Taco Town,Chicken Taco,Main,5.0,"Outstanding food, the whole family enjoyed it.",positive,31.0,,10.84,2024-11-25
TI000470,ORD00177,C0087,Taco Town,Guacamole,Side,5.0,"Outstanding food, the whole family enjoyed it.",,31.0,34.0,10.84,2024-11-25
TI000471,ORD00177,C0087,Taco Town,Horchata,Drink,5.0,"Outstanding food, the whole family enjoyed it.",positive,31.0,34.0,10.84,2024-11-25
TI000472,ORD00178,C0118,Sushi Spot,Tuna Roll,Main,3.0,"Food was okay, nothing too special but decent.",neutral,38.0,16.0,29.05,2024-01-19
TI000473,ORD00178,C0118,Sushi Spot,Edamame,Side,3.0,"Food was okay, nothing too special but decent.",neutral,38.0,16.0,29.05,2024-01-19
TI000474,ORD00178,C0118,Sushi Spot,Miso Soup,Side,3.0,,neutral,38.0,16.0,29.05,2024-01-19
TI000475,ORD00178,C0118,Sushi Spot,Dragon Roll,Main,3.0,"Food was okay, nothing too special but decent.",neutral,38.0,,29.05,2024-01-19
TI000476,ORD00179,C0140,Taco Town,Fish Taco,Main,3.0,"Okay experience overall, nothing extraordinary.",neutral,36.0,11.0,11.49,2024-08-30
TI000477,ORD00179,C0140,Taco Town,Nachos,Side,3.0,"Okay experience overall, nothing extraordinary.",neutral,36.0,11.0,11.49,2024-08-30
TI000478,ORD00180,C0032,Burger Barn,Double Burger,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,47.0,22.0,12.47,2024-07-07
TI000479,ORD00180,C0032,Burger Barn,Fries,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,47.0,22.0,12.47,2024-07-07
TI000480,ORD00181,C0128,Taco Town,Chicken Taco,Main,2.0,Order arrived late and the food was undercooked.,negative,71.0,26.0,10.0,2024-07-07
TI000481,ORD00181,C0128,Taco Town,Guacamole,Side,2.0,Order arrived late and the food was undercooked.,negative,71.0,26.0,10.0,2024-07-07
TI000482,ORD00181,C0128,Taco Town,Horchata,Drink,2.0,Order arrived late and the food was undercooked.,negative,71.0,26.0,10.0,2024-07-07
TI000483,ORD00182,C0047,Pizza Palace,Margherita Pizza,Main,4.0,Quick delivery and the food tasted fantastic!,positive,38.0,20.0,13.68,2024-10-06
TI000484,ORD00182,C0047,Pizza Palace,Garlic Bread,Side,4.0,Quick delivery and the food tasted fantastic!,positive,38.0,20.0,13.68,2024-10-06
TI000485,ORD00182,C0047,Pizza Palace,Pepsi,Drink,4.0,Quick delivery and the food tasted fantastic!,positive,38.0,20.0,13.68,2024-10-06
TI000486,ORD00183,C0110,Wrap World,Chicken Wrap,Main,1.0,"The meal was soggy and bland, I want my money back.",negative,64.0,24.0,12.67,2024-03-26
TI000487,ORD00183,C0110,Wrap World,Coleslaw,Side,1.0,"The meal was soggy and bland, I want my money back.",negative,64.0,24.0,12.67,2024-03-26
TI000488,ORD00183,C0110,Wrap World,Lemonade,Drink,,"The meal was soggy and bland, I want my money back.",negative,64.0,24.0,12.67,2024-03-26
TI000489,ORD00184,C0015,Noodle Nest,Udon,Main,4.0,Superb quality! The meal was warm and delicious.,positive,62.0,30.0,17.78,2024-02-08
TI000490,ORD00184,C0015,Noodle Nest,Spring Rolls,Side,4.0,Superb quality! The meal was warm and delicious.,positive,62.0,30.0,17.78,2024-02-08
TI000491,ORD00184,C0015,Noodle Nest,Jasmine Tea,Drink,4.0,Superb quality! The meal was warm and delicious.,,62.0,30.0,17.78,2024-02-08
TI000492,ORD00185,C0113,Sushi Spot,Salmon Sushi,Main,4.0,Great portion size and incredibly tasty.,positive,28.0,12.0,19.44,2024-01-18
TI000493,ORD00185,C0113,Sushi Spot,Miso Soup,Side,4.0,Great portion size and incredibly tasty.,positive,28.0,12.0,19.44,2024-01-18
TI000494,ORD00185,C0113,Sushi Spot,Green Salad,Side,4.0,Great portion size and incredibly tasty.,positive,28.0,12.0,19.44,2024-01-18
TI000495,ORD00186,C0116,Noodle Nest,Pad Thai,Main,4.0,Perfect meal for a cozy evening at home.,,43.0,24.0,28.0,2024-07-08
TI000496,ORD00186,C0116,Noodle Nest,Spring Rolls,Side,4.0,Perfect meal for a cozy evening at home.,positive,43.0,24.0,28.0,2024-07-08
TI000497,ORD00186,C0116,Noodle Nest,Ramen,Main,4.0,,positive,43.0,24.0,28.0,2024-07-08
TI000498,ORD00187,C0072,Taco Town,Beef Taco,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,27.0,10.0,12.44,2024-05-07
TI000499,ORD00187,C0072,Taco Town,Chicken Taco,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,27.0,10.0,12.44,2024-05-07
TI000500,ORD00187,C0072,Taco Town,Guacamole,Side,4.0,"Loved every bite, the quality is consistently excellent.",positive,27.0,10.0,12.44,2024-05-07
TI000501,ORD00188,C0115,Pizza Palace,BBQ Chicken Pizza,Main,5.0,,positive,59.0,19.0,17.37,2024-04-19
TI000502,ORD00188,C0115,Pizza Palace,Caesar Salad,Side,5.0,,,59.0,19.0,17.37,2024-04-19
TI000503,ORD00189,C0116,Pizza Palace,Pepperoni Pizza,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,65.0,24.0,16.46,2024-03-29
TI000504,ORD00189,C0116,Pizza Palace,Pepsi,Drink,5.0,Highly satisfied with the taste and delivery speed.,positive,65.0,24.0,16.46,2024-03-29
TI000505,ORD00189,C0116,Pizza Palace,Garlic Bread,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,65.0,24.0,16.46,2024-03-29
TI000506,ORD00190,C0141,Taco Town,Fish Taco,Main,5.0,"Wonderful experience, the food was restaurant-quality.",positive,38.0,19.0,11.68,2024-10-04
TI000507,ORD00190,C0141,Taco Town,Nachos,Side,5.0,"Wonderful experience, the food was restaurant-quality.",,38.0,19.0,11.68,2024-10-04
TI000508,ORD00191,C0032,Sushi Spot,Dragon Roll,Main,4.0,Great portion size and incredibly tasty.,positive,70.0,14.0,16.45,2024-04-12
TI000509,ORD00191,C0032,Sushi Spot,Miso Soup,Side,4.0,Great portion size and incredibly tasty.,positive,70.0,14.0,16.45,2024-04-12
TI000510,ORD00192,C0142,Taco Town,Beef Taco,Main,4.0,Superb quality! The meal was warm and delicious.,positive,59.0,12.0,11.1,2024-03-07
TI000511,ORD00192,C0142,Taco Town,Chicken Taco,Main,4.0,Superb quality! The meal was warm and delicious.,positive,59.0,12.0,11.1,2024-03-07
TI000512,ORD00192,C0142,Taco Town,Guacamole,Side,4.0,Superb quality! The meal was warm and delicious.,positive,59.0,12.0,11.1,2024-03-07
TI000513,ORD00193,C0105,Salad Station,Quinoa Bowl,Main,4.0,"Outstanding food, the whole family enjoyed it.",positive,24.0,14.0,14.42,2024-10-21
TI000514,ORD00193,C0105,Salad Station,Green Salad,Side,4.0,"Outstanding food, the whole family enjoyed it.",positive,24.0,14.0,14.42,2024-10-21
TI000515,ORD00194,C0142,Salad Station,Quinoa Bowl,Main,2.0,Overpriced for such average food quality.,negative,57.0,15.0,14.02,2024-11-23
TI000516,ORD00194,C0142,Salad Station,Green Salad,Side,2.0,Overpriced for such average food quality.,negative,57.0,15.0,14.02,2024-11-23
TI000517,ORD00195,C0078,Burger Barn,Burger,Main,3.0,"It was alright, I might try something different next time.",neutral,30.0,20.0,12.34,2024-03-25
TI000518,ORD00195,C0078,Burger Barn,Fries,Side,3.0,"It was alright, I might try something different next time.",neutral,30.0,20.0,12.34,2024-03-25
TI000519,ORD00195,C0078,Burger Barn,Coke,Drink,3.0,"It was alright, I might try something different next time.",neutral,30.0,20.0,12.34,2024-03-25
TI000520,ORD00196,C0142,Wrap World,Chicken Wrap,Main,4.0,Perfect meal for a cozy evening at home.,positive,28.0,30.0,12.58,2024-05-20
TI000521,ORD00196,C0142,Wrap World,Fries,Side,4.0,Perfect meal for a cozy evening at home.,positive,28.0,30.0,12.58,2024-05-20
TI000522,ORD00196,C0142,Wrap World,Lemonade,Drink,4.0,Perfect meal for a cozy evening at home.,positive,28.0,30.0,12.58,2024-05-20
TI000523,ORD00197,C0040,Sushi Spot,Tuna Roll,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,62.0,29.0,27.41,2024-03-28
TI000524,ORD00197,C0040,Sushi Spot,Dragon Roll,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,,29.0,27.41,2024-03-28
TI000525,ORD00197,C0040,Sushi Spot,Edamame,Side,4.0,Highly satisfied with the taste and delivery speed.,positive,,29.0,27.41,2024-03-28
TI000526,ORD00198,C0054,Burger Barn,Burger,Main,4.0,"Fresh ingredients and great presentation, loved it.",positive,46.0,29.0,14.74,2024-10-19
TI000527,ORD00198,C0054,Burger Barn,Fries,Side,4.0,"Fresh ingredients and great presentation, loved it.",positive,46.0,29.0,14.74,2024-10-19
TI000528,ORD00198,C0054,Burger Barn,Coke,Drink,4.0,"Fresh ingredients and great presentation, loved it.",positive,46.0,29.0,14.74,2024-10-19
TI000529,ORD00198,C0054,Burger Barn,Onion Rings,Side,4.0,"Fresh ingredients and great presentation, loved it.",positive,46.0,29.0,14.74,2024-10-19
TI000530,ORD00199,C0104,Wrap World,Beef Wrap,Main,3.0,"Food was acceptable, could use more seasoning.",neutral,49.0,12.0,13.35,2024-06-01
TI000531,ORD00199,C0104,Wrap World,Fries,Side,3.0,"Food was acceptable, could use more seasoning.",neutral,49.0,12.0,13.35,2024-06-01
TI000532,ORD00199,C0104,Wrap World,Coke,Drink,3.0,"Food was acceptable, could use more seasoning.",neutral,49.0,,13.35,2024-06-01
TI000533,ORD00200,C0037,Salad Station,Greek Salad,Side,5.0,Great portion size and incredibly tasty.,positive,75.0,32.0,16.61,2024-06-09
TI000534,ORD00200,C0037,Salad Station,Avocado Toast,Main,5.0,,positive,75.0,32.0,16.61,2024-06-09
TI000535,ORD00200,C0037,Salad Station,Smoothie,Drink,5.0,Great portion size and incredibly tasty.,positive,75.0,32.0,16.61,2024-06-09
TI000536,ORD00201,C0132,Noodle Nest,Pad Thai,Main,2.0,"Very poor experience, missing items from my order.",negative,26.0,20.0,16.46,2024-10-14
TI000537,ORD00201,C0132,Noodle Nest,Dumpling,Side,2.0,"Very poor experience, missing items from my order.",negative,26.0,20.0,16.46,2024-10-14
TI000538,ORD00202,C0099,Pasta Point,Penne Arrabiata,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,46.0,17.0,25.9,2024-11-11
TI000539,ORD00202,C0099,Pasta Point,Tiramisu,Dessert,5.0,Highly satisfied with the taste and delivery speed.,positive,46.0,17.0,25.9,2024-11-11
TI000540,ORD00202,C0099,Pasta Point,Fettuccine Alfredo,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,46.0,17.0,25.9,2024-11-11
TI000541,ORD00203,C0049,Taco Town,Fish Taco,Main,5.0,"Outstanding food, the whole family enjoyed it.",,51.0,26.0,11.4,2024-03-22
TI000542,ORD00203,C0049,Taco Town,Guacamole,Side,5.0,"Outstanding food, the whole family enjoyed it.",positive,51.0,26.0,11.4,2024-03-22
TI000543,ORD00203,C0049,Taco Town,Horchata,Drink,5.0,"Outstanding food, the whole family enjoyed it.",positive,51.0,26.0,11.4,2024-03-22
TI000544,ORD00204,C0130,Burger Barn,Burger,Main,1.0,"Disappointing quality, not worth the price at all.",negative,35.0,16.0,11.64,2024-08-22
TI000545,ORD00204,C0130,Burger Barn,Fries,Side,1.0,"Disappointing quality, not worth the price at all.",negative,35.0,16.0,11.64,2024-08-22
TI000546,ORD00204,C0130,Burger Barn,Coke,Drink,1.0,"Disappointing quality, not worth the price at all.",,35.0,16.0,11.64,2024-08-22
TI000547,ORD00205,C0121,Salad Station,Quinoa Bowl,Main,4.0,"Wonderful experience, the food was restaurant-quality.",positive,54.0,10.0,14.17,2024-05-26
TI000548,ORD00205,C0121,Salad Station,Green Salad,Side,4.0,"Wonderful experience, the food was restaurant-quality.",positive,54.0,,14.17,2024-05-26
TI000549,ORD00206,C0094,Wrap World,Beef Wrap,Main,3.0,"It was alright, I might try something different next time.",neutral,45.0,11.0,13.11,2024-01-24
TI000550,ORD00206,C0094,Wrap World,Fries,Side,3.0,,neutral,45.0,11.0,13.11,2024-01-24
TI000551,ORD00206,C0094,Wrap World,Coke,Drink,3.0,"It was alright, I might try something different next time.",,45.0,11.0,13.11,2024-01-24
TI000552,ORD00207,C0116,Wrap World,Chicken Wrap,Main,2.0,"Terrible experience, order was wrong and took too long.",negative,37.0,29.0,13.33,2024-10-08
